category,language,text
HAILSTORM,hi,दिल्ली में ओलावृष्टि से फसलों को नुकसान
HAILSTORM,hi,ओलों की बारिश से छतों को नुकसान
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
SNOWFALL,hi,गुवाहाटी के ऊंचाई वाले इलाकों में बर्फबारी
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
SNOWFALL,hi,बेंगलुरु के ऊंचाई वाले इलाकों में बर्फबारी
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
SNOWFALL,hi,लखनऊ के ऊंचाई वाले इलाकों में बर्फबारी
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
SNOWFALL,hi,कोलकाता के ऊंचाई वाले इलाकों में बर्फबारी
SNOWFALL,hi,गुवाहाटी के ऊंचाई वाले इलाकों में बर्फबारी
SNOWFALL,hi,पहाड़ों पर बर्फ गिरने से ठंड बढ़ी
DROUGHT,hi,मुंबई जिले में सूखे जैसे हालात
DROUGHT,hi,बारिश न होने से सूखा पड़ गया
DROUGHT,hi,भुवनेश्वर जिले में सूखे जैसे हालात
DROUGHT,hi,बारिश न होने से सूखा पड़ गया
DROUGHT,hi,बारिश न होने से सूखा पड़ गया
DROUGHT,hi,बारिश न होने से सूखा पड़ गया
DROUGHT,hi,गुवाहाटी जिले में सूखे जैसे हालात
DROUGHT,hi,चेन्नई जिले में सूखे जैसे हालात
DROUGHT,hi,बेंगलुरु जिले में सूखे जैसे हालात
DROUGHT,hi,कोलकाता जिले में सूखे जैसे हालात
DROUGHT,hi,कोलकाता जिले में सूखे जैसे हालात
DROUGHT,hi,कोलकाता जिले में सूखे जैसे हालात
LANDSLIDE,hi,लखनऊ के पास भूस्खलन से पहाड़ी रास्ता बंद
LANDSLIDE,hi,भूस्खलन से गांव का संपर्क टूटा
LANDSLIDE,hi,भूस्खलन से गांव का संपर्क टूटा
LANDSLIDE,hi,चेन्नई के पास भूस्खलन से पहाड़ी रास्ता बंद
LANDSLIDE,hi,भूस्खलन से गांव का संपर्क टूटा
LANDSLIDE,hi,भूस्खलन से गांव का संपर्क टूटा
LANDSLIDE,hi,बेंगलुरु के पास भूस्खलन से पहाड़ी रास्ता बंद
LANDSLIDE,hi,लखनऊ के पास भूस्खलन से पहाड़ी रास्ता बंद
LANDSLIDE,hi,भुवनेश्वर के पास भूस्खलन से पहाड़ी रास्ता बंद
LANDSLIDE,hi,कोलकाता के पास भूस्खलन से पहाड़ी रास्ता बंद
LANDSLIDE,hi,भूस्खलन से गांव का संपर्क टूटा
LANDSLIDE,hi,दिल्ली के पास भूस्खलन से पहाड़ी रास्ता बंद
WATERLOGGING,hi,बेंगलुरु की सड़कों पर जलभराव
WATERLOGGING,hi,बारिश के बाद सड़कों पर पानी जमा हो गया
WATERLOGGING,hi,पटना की सड़कों पर जलभराव
WATERLOGGING,hi,बारिश के बाद सड़कों पर पानी जमा हो गया
WATERLOGGING,hi,बारिश के बाद सड़कों पर पानी जमा हो गया
WATERLOGGING,hi,बारिश के बाद सड़कों पर पानी जमा हो गया
WATERLOGGING,hi,गुवाहाटी की सड़कों पर जलभराव
WATERLOGGING,hi,लखनऊ की सड़कों पर जलभराव
WATERLOGGING,hi,बारिश के बाद सड़कों पर पानी जमा हो गया
WATERLOGGING,hi,बारिश के बाद सड़कों पर पानी जमा हो गया
WATERLOGGING,hi,चेन्नई की सड़कों पर जलभराव
WATERLOGGING,hi,बेंगलुरु की सड़कों पर जलभराव
CLOUDBURST,hi,कोलकाता में मेघ फटने से भारी तबाही
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,गुवाहाटी में मेघ फटने से भारी तबाही
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,पटना में मेघ फटने से भारी तबाही
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,कोलकाता में मेघ फटने से भारी तबाही
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
CLOUDBURST,hi,मेघ फटने जैसी बारिश से नाले उफन गए
RAINFALL,bn,মুম্বাই তে হালকা বৃষ্টি হচ্ছে
RAINFALL,bn,দিল্লি তে হালকা বৃষ্টি হচ্ছে
RAINFALL,bn,মাঝে মাঝে বৃষ্টিতে রাস্তা ভিজে গেছে
RAINFALL,bn,ভুবনেশ্বর তে হালকা বৃষ্টি হচ্ছে
RAINFALL,bn,মাঝে মাঝে বৃষ্টিতে রাস্তা ভিজে গেছে
RAINFALL,bn,পাটনা তে হালকা বৃষ্টি হচ্ছে
RAINFALL,bn,মাঝে মাঝে বৃষ্টিতে রাস্তা ভিজে গেছে
RAINFALL,bn,সিলিগুড়ি তে হালকা বৃষ্টি হচ্ছে
RAINFALL,bn,মাঝে মাঝে বৃষ্টিতে রাস্তা ভিজে গেছে
RAINFALL,bn,মাঝে মাঝে বৃষ্টিতে রাস্তা ভিজে গেছে
RAINFALL,bn,মাঝে মাঝে বৃষ্টিতে রাস্তা ভিজে গেছে
RAINFALL,bn,সিলিগুড়ি তে হালকা বৃষ্টি হচ্ছে
HEAVY_RAINFALL,bn,সারারাত মুষলধারে বৃষ্টি হয়েছে
HEAVY_RAINFALL,bn,দিল্লি তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,সারারাত মুষলধারে বৃষ্টি হয়েছে
HEAVY_RAINFALL,bn,সারারাত মুষলধারে বৃষ্টি হয়েছে
HEAVY_RAINFALL,bn,পাটনা তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,পাটনা তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,দিল্লি তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,গুয়াহাটি তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,সারারাত মুষলধারে বৃষ্টি হয়েছে
HEAVY_RAINFALL,bn,ভুবনেশ্বর তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,মুম্বাই তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
HEAVY_RAINFALL,bn,পাটনা তে ভারী বৃষ্টিতে জনজীবন বিপর্যস্ত
FLOOD,bn,মুম্বাই এর নিচু এলাকায় বন্যা হয়েছে
FLOOD,bn,বন্যার জল ক্রমাগত বাড়ছে
FLOOD,bn,বন্যার জল ক্রমাগত বাড়ছে
FLOOD,bn,বন্যার জল ক্রমাগত বাড়ছে
FLOOD,bn,মুম্বাই এর নিচু এলাকায় বন্যা হয়েছে
FLOOD,bn,মুম্বাই এর নিচু এলাকায় বন্যা হয়েছে
FLOOD,bn,গুয়াহাটি এর নিচু এলাকায় বন্যা হয়েছে
FLOOD,bn,ভুবনেশ্বর এর নিচু এলাকায় বন্যা হয়েছে
FLOOD,bn,দিল্লি এর নিচু এলাকায় বন্যা হয়েছে
FLOOD,bn,বন্যার জল ক্রমাগত বাড়ছে
FLOOD,bn,বন্যার জল ক্রমাগত বাড়ছে
FLOOD,bn,দিল্লি এর নিচু এলাকায় বন্যা হয়েছে
FLASH_FLOOD,bn,প্রবল বৃষ্টির পর রাস্তায় হঠাৎ বন্যার জল
FLASH_FLOOD,bn,প্রবল বৃষ্টির পর রাস্তায় হঠাৎ বন্যার জল
FLASH_FLOOD,bn,মুম্বাই এ হঠাৎ বন্যা হয়ে বিপর্যয়
FLASH_FLOOD,bn,প্রবল বৃষ্টির পর রাস্তায় হঠাৎ বন্যার জল
FLASH_FLOOD,bn,প্রবল বৃষ্টির পর রাস্তায় হঠাৎ বন্যার জল
FLASH_FLOOD,bn,প্রবল বৃষ্টির পর রাস্তায় হঠাৎ বন্যার জল
FLASH_FLOOD,bn,প্রবল বৃষ্টির পর রাস্তায় হঠাৎ বন্যার জল
